Geo Shape;DEP;INSEE_COM;NOM_COM;IRIS;CODE_IRIS;NOM_IRIS;TYP_IRIS;Geo Point;ID
"{""coordinates"": [[[2.320033194165155, 48.83163182272101], [2.320481778860998, 48.83233318584439], [2.323993399441084, 48.83099772877806], [2.323631066664558, 48.83047044538774], [2.322662561028742, 48.829312864215765], [2.319301291536066, 48.830511535162294], [2.320033194165155, 48.83163182272101]]], ""type"": ""Polygon""}";75;75114;Paris 14e Arrondissement;5613;751145613;Plaisance 13;H;48.830797347299914, 2.321617269539618;IRIS____0000000751145613
"{""coordinates"": [[[2.310884887003179, 48.8450718095077], [2.312589163433696, 48.84293123225428], [2.307929039491067, 48.84150225016743], [2.30639400856899, 48.84371299718561], [2.30654194625015, 48.84375702438978], [2.310884887003179, 48.8450718095077]]], ""type"": ""Polygon""}";75;75115;Paris 15e Arrondissement;5807;751155807;Necker 7;H;48.843296489079876, 2.309452145893422;IRIS____0000000751155807
"{""coordinates"": [[[2.291527898791559, 48.851540287747696], [2.29141049192706, 48.85165561008493], [2.291685482242497, 48.851777752699654], [2.293738295842928, 48.853456401799605], [2.295623376390573, 48.852228196024555], [2.295647357020559, 48.85216808005814], [2.295419417153861, 48.8519922621072], [2.295875092108045, 48.85165318755853], [2.294941848961062, 48.851028032139105], [2.294772936406392, 48.851123268309316], [2.293045464345683, 48.851383781560735], [2.29192859317464, 48.85153816288143], [2.291527898791559, 48.851540287747696]]], ""type"": ""Polygon""}";75;75115;Paris 15e Arrondissement;5916;751155916;Grenelle 16;H;48.85208016659874, 2.2938523612647965;IRIS____0000000751155916
"{""coordinates"": [[[2.269361263966532, 48.85468875294475], [2.270213800857073, 48.85444213454433], [2.2709009406797, 48.85413244643644], [2.271595318582871, 48.853889351151444], [2.27323094104762, 48.85358362110283], [2.27581647363968, 48.85298233558035], [2.275836889188411, 48.85288622744059], [2.274132977210632, 48.85193337114697], [2.272288350796959, 48.85110734326453], [2.272054464280657, 48.85136313846257], [2.270994504241628, 48.85319228427102], [2.270800366181595, 48.85323606939435], [2.270750845368399, 48.85336617506959], [2.268971975465904, 48.853973181766506], [2.269361263966532, 48.85468875294475]]], ""type"": ""Polygon""}";75;75116;Paris 16e Arrondissement;6125;751166125;Auteuil 25;H;48.85291880232301, 2.2724619423248806;IRIS____0000000751166125
"{""coordinates"": [[[2.33881914493355, 48.88629354659986], [2.338187368489395, 48.886323331334935], [2.337918112866114, 48.886156366327455], [2.337866978851627, 48.88599510375689], [2.337983896691744, 48.88570166978326], [2.336804408631417, 48.88601440411894], [2.335610693053986, 48.88658605446619], [2.333901945260167, 48.88711975490289], [2.332733605551421, 48.88794153054444], [2.333049846733483, 48.8884855867869], [2.333732504457795, 48.88789223403243], [2.333920521647332, 48.88779975003742], [2.334301767188754, 48.887633696001735], [2.334558405126486, 48.88772055867202], [2.334762060232704, 48.88768481789462], [2.335673659041966, 48.887422778856426], [2.337209841817573, 48.88726761453807], [2.337550234774854, 48.88720294804052], [2.338571925360965, 48.88675353647926], [2.33881914493355, 48.88629354659986]]], ""type"": ""Polygon""}";75;75118;Paris 18e Arrondissement;6909;751186909;Grandes Carrières 9;H;48.88696151555185, 2.33598324987327;IRIS____0000000751186909
"{""coordinates"": [[[2.353448493588996, 48.887104590235495], [2.353435422542187, 48.88672950055839], [2.352755106303246, 48.886605315153204], [2.352991972563258, 48.886090381719015], [2.352951666550124, 48.88571244646597], [2.352526606287038, 48.88502126359036], [2.351743618444982, 48.885040409341855], [2.349515408276586, 48.885255854421864], [2.349517533212377, 48.88541324837127], [2.350105123933055, 48.885972223732665], [2.350742358501664, 48.88670683380024], [2.353448493588996, 48.887104590235495]]], ""type"": ""Polygon""}";75;75118;Paris 18e Arrondissement;7103;751187103;Goutte d'Or 3;H;48.885960153097614, 2.351584438579514;IRIS____0000000751187103
"{""coordinates"": [[[2.398965987022432, 48.87549129607515], [2.399208122171167, 48.87553927679559], [2.402562321487233, 48.87599853480826], [2.403179437201544, 48.874497031596206], [2.40341537537309, 48.87389565506834], [2.40129673231315, 48.87329871225815], [2.399270342146977, 48.87274536242337], [2.399202257032135, 48.87427478648341], [2.398965987022432, 48.87549129607515]]], ""type"": ""Polygon""}";75;75120;Paris 20e Arrondissement;7814;751207814;Saint-Fargeau 14;H;48.87448913125491, 2.4010221453688705;IRIS____0000000751207814
"{""coordinates"": [[[2.395367943655133, 48.8752546390823], [2.397921938826138, 48.87546266688875], [2.398965987022432, 48.87549129607515], [2.399202257032135, 48.87427478648341], [2.399270342146977, 48.87274536242337], [2.39785551514834, 48.87236323131516], [2.397805542455445, 48.87232250987781], [2.397106637946304, 48.87275157148137], [2.396219924120066, 48.87256273861942], [2.396105086800405, 48.872590038675995], [2.396204579509583, 48.872827964784975], [2.395968841613608, 48.87352285977076], [2.395851462024119, 48.874356848558904], [2.395367943655133, 48.8752546390823]]], ""type"": ""Polygon""}";75;75120;Paris 20e Arrondissement;7816;751207816;Saint-Fargeau 16;H;48.874023190113235, 2.3975425316985666;IRIS____0000000751207816
"{""coordinates"": [[[2.388799862307387, 48.82510573617926], [2.38694133817552, 48.824463063876095], [2.385225588159262, 48.82372935996094], [2.38330363397122, 48.82304493247868], [2.381524148119775, 48.82241067605338], [2.380767116748346, 48.82170074778887], [2.379083321889079, 48.82115778649213], [2.377208648593897, 48.82382727945449], [2.377020817998499, 48.824043949880526], [2.376885196186394, 48.824108897655556], [2.381858478088978, 48.82580394647653], [2.383986846320186, 48.826548817089744], [2.385764151156596, 48.827382682973564], [2.386310179599062, 48.82693669966275], [2.388307584496006, 48.825501641441754], [2.388799862307387, 48.82510573617926]]], ""type"": ""Polygon""}";75;75113;Paris 13e Arrondissement;5032;751135032;Gare 32;A;48.82437081916654, 2.382571797677279;IRIS____0000000751135032
"{""coordinates"": [[[2.344974968231859, 48.864825147064664], [2.346682599072114, 48.86442168142322], [2.349017869621773, 48.86385882548901], [2.349082366748565, 48.8637152809957], [2.348444771796439, 48.862379879643505], [2.345881928302091, 48.86294238053768], [2.345536078757462, 48.86312935251068], [2.34502471284832, 48.86314544125812], [2.344285208026899, 48.86330956958759], [2.343871841076282, 48.863336982471886], [2.343149856392409, 48.86351648873322], [2.342742145050975, 48.86363566209494], [2.344974968231859, 48.864825147064664]]], ""type"": ""Polygon""}";75;75101;Paris 1er Arrondissement;0204;751010204;Les Halles 4;H;48.86364366283224, 2.3462571638538225;IRIS____0000000751010204
"{""coordinates"": [[[[2.337755934595521, 48.84175473055807], [2.337256165772474, 48.840875082012545], [2.336936956657747, 48.84079776640613], [2.336701188621081, 48.840801855526], [2.336495817535277, 48.840879860745915], [2.336284251363046, 48.84112331444316], [2.33611218466298, 48.84104681295855], [2.33485581208284, 48.84233761726313], [2.332901946019859, 48.844356601446265], [2.33618640246817, 48.84431281525346], [2.33758382732685, 48.844254008281716], [2.338983319797129, 48.84392448829842], [2.337755934595521, 48.84175473055807]]], [[[2.332689731891833, 48.848692137436075], [2.332467319796465, 48.84488480108271], [2.332410427598088, 48.84485840210807], [2.33139536593779, 48.845913081505635], [2.331523413081935, 48.84602261981775], [2.331664464160617, 48.84841210989608], [2.332689731891833, 48.848692137436075]]]], ""type"": ""MultiPolygon""}";75;75106;Paris 6e Arrondissement;2201;751062201;Odéon 1;H;48.84382278815367, 2.3353696598938467;IRIS____0000000751062201
"{""coordinates"": [[[2.345947946061055, 48.830648534346814], [2.344236345114972, 48.83113021935095], [2.344849273518455, 48.834172553624974], [2.345470768507864, 48.83436842138167], [2.345686091829942, 48.834471228268384], [2.34596585678506, 48.834649934181996], [2.3462608067458, 48.83503018110158], [2.348314170990857, 48.835661950713686], [2.347070811383009, 48.83301192269465], [2.346857843955042, 48.83293881024911], [2.347007657038596, 48.83261585474646], [2.346862666594249, 48.83255390583635], [2.345947946061055, 48.830648534346814]]], ""type"": ""Polygon""}";75;75113;Paris 13e Arrondissement;5204;751135204;Croulebarbe 4;H;48.833118218191565, 2.3460133754446892;IRIS____0000000751135204
"{""coordinates"": [[[2.399208122171167, 48.87553927679559], [2.398965987022432, 48.87549129607515], [2.397921938826138, 48.87546266688875], [2.397933277937321, 48.878256044693444], [2.399530611724958, 48.878433141236215], [2.400118354683499, 48.878544906631355], [2.4002982571138, 48.87807815679433], [2.400328921311166, 48.87742809507104], [2.400134484633523, 48.87738125510058], [2.400049285137642, 48.87732057303477], [2.399208122171167, 48.87553927679559]]], ""type"": ""Polygon""}";75;75119;Paris 19e Arrondissement;7503;751197503;Amérique 3;H;48.877092910601164, 2.3989488625954176;IRIS____0000000751197503
"{""coordinates"": [[[2.387377786989925, 48.86289848204552], [2.387201100440798, 48.863086439453454], [2.383913130241849, 48.86598342611392], [2.385147200602995, 48.86641156287034], [2.385378450272829, 48.86645322093708], [2.385465269865747, 48.86637362547388], [2.385608936261677, 48.86632849670266], [2.387015362605851, 48.866708034898885], [2.387497181612758, 48.86572842215891], [2.387999470843238, 48.86486132904009], [2.38727612218495, 48.864588724894205], [2.388261156658704, 48.86323935486178], [2.388105127823723, 48.863177401919785], [2.388035645371652, 48.863058333419794], [2.387377786989925, 48.86289848204552]]], ""type"": ""Polygon""}";75;75120;Paris 20e Arrondissement;7906;751207906;Père Lachaise 6;H;48.865056646865646, 2.3863889043633235;IRIS____0000000751207906
"{""coordinates"": [[[2.386281238776363, 48.83032088275266], [2.385920084415329, 48.830681474717366], [2.384198844709466, 48.83201088520583], [2.384981469025795, 48.832531149268306], [2.386288626723776, 48.83351187822542], [2.38624145286584, 48.83358448486305], [2.387190388876279, 48.83421530947637], [2.388124652403376, 48.83342865017489], [2.38898715950574, 48.83388004449495], [2.390098169799876, 48.83300433583076], [2.390279304029062, 48.8330088568151], [2.390288655491092, 48.83290817540678], [2.388382755754442, 48.83186597072714], [2.386281238776363, 48.83032088275266]]], ""type"": ""Polygon""}";75;75112;Paris 12e Arrondissement;4706;751124706;Bercy 6;A;48.83238872565664, 2.3870918118587654;IRIS____0000000751124706
"{""coordinates"": [[[2.371144417032808, 48.84553324626022], [2.3726824131703, 48.84568162062396], [2.374202542789599, 48.845843372062646], [2.374416999932121, 48.84557288756595], [2.375599031795129, 48.84495221000621], [2.375782802108333, 48.8449675587446], [2.375994620958154, 48.845144038640406], [2.377145286181244, 48.844523182101035], [2.379427855174725, 48.84370583546365], [2.379530581239957, 48.84377561894657], [2.379800729009935, 48.843631323599226], [2.378716719530493, 48.843237175632176], [2.376759979361294, 48.84233213425601], [2.376423328262026, 48.84211273463144], [2.372703594396802, 48.84414832505843], [2.372233475676607, 48.844489414278584], [2.37119066166518, 48.84542736504109], [2.371144417032808, 48.84553324626022]]], ""type"": ""Polygon""}";75;75112;Paris 12e Arrondissement;4811;751124811;Quinze-Vingts 11;A;48.844104305775815, 2.3753123018512237;IRIS____0000000751124811
"{""coordinates"": [[[2.274596295854887, 48.84351721562513], [2.27487976931784, 48.84341550671429], [2.274828359277623, 48.843291082091575], [2.274977640840199, 48.84255090614869], [2.27506661455752, 48.84242373478691], [2.276824555389137, 48.841720274831495], [2.276888213281365, 48.841649609365426], [2.276977108015083, 48.84113480716485], [2.277061438321012, 48.841047178468365], [2.277640783893343, 48.840831231733816], [2.277897831988111, 48.84086516103711], [2.277995176359708, 48.84032972324531], [2.277678538041071, 48.84036828341182], [2.276916707349871, 48.83949758547299], [2.276886358238006, 48.839426351590035], [2.276978098678671, 48.83890257186052], [2.277025229920728, 48.83884439749165], [2.278068944174908, 48.83844688268183], [2.27835978543679, 48.838400970874304], [2.277255703124276, 48.83715856539704], [2.276290583971738, 48.837391963537904], [2.275197558806427, 48.8377109188369], [2.276226207973513, 48.838692068344464], [2.276160706562346, 48.83909189297645], [2.27610136274536, 48.83914639560173], [2.275458797612983, 48.83940242399533], [2.274743899428386, 48.8393729092601], [2.274569014456409, 48.83940782371242], [2.27372622713859, 48.83975616315022], [2.272783856747753, 48.83972165793446], [2.271957501662176, 48.840062889832254], [2.271882525265871, 48.8401631632003], [2.271672753733497, 48.840159188053526], [2.271564269667202, 48.84021968481389], [2.271539939963403, 48.84030317828619], [2.271595614941618, 48.84041414010738], [2.271826406986788, 48.840474004417615], [2.274596295854887, 48.84351721562513]]], ""type"": ""Polygon""}";75;75115;Paris 15e Arrondissement;6023;751156023;Jardin Citroën-Cévennes;D;48.840354178960965, 2.2752169001780462;IRIS____0000000751156023
"{""coordinates"": [[[2.311534305425408, 48.8730670136299], [2.310760422032143, 48.87282243582147], [2.309981106738858, 48.873091345914496], [2.308481149026303, 48.873829143596495], [2.307449598277331, 48.874199104606994], [2.30646216149301, 48.8745315399598], [2.305936313981697, 48.87480638853584], [2.305643307046338, 48.87489912008019], [2.309198637543141, 48.875036604377065], [2.309649491120863, 48.874555360142814], [2.310530397593467, 48.873926401889655], [2.311534305425408, 48.8730670136299]]], ""type"": ""Polygon""}";75;75108;Paris 8e Arrondissement;3006;751083006;Faubourg du Roule 6;A;48.874120601261225, 2.308949350470029;IRIS____0000000751083006
"{""coordinates"": [[[2.291635918576814, 48.85792997080845], [2.294874995127961, 48.86019838719828], [2.296847882082604, 48.85894370502889], [2.296376714033232, 48.85860907362299], [2.298893901097704, 48.857007706317475], [2.299267694254462, 48.856678033394], [2.300010182468253, 48.856295655843375], [2.300697412030575, 48.85586618414308], [2.304297076922184, 48.85350386980891], [2.301984924088163, 48.85193181446314], [2.294072896899644, 48.85702612928534], [2.293559723463235, 48.856675949124245], [2.291635918576814, 48.85792997080845]]], ""type"": ""Polygon""}";75;75107;Paris 7e Arrondissement;2812;751072812;Champ de Mars;D;48.85609158677385, 2.2979056002416494;IRIS____0000000751072812
"{""coordinates"": [[[2.367064435257618, 48.868665480627904], [2.365419787037786, 48.86815314168972], [2.364379719953636, 48.86915218593217], [2.362852153883509, 48.87110552289867], [2.362573626334262, 48.871250632122404], [2.364514005192331, 48.87188958671294], [2.367064435257618, 48.868665480627904]]], ""type"": ""Polygon""}";75;75110;Paris 10e Arrondissement;3902;751103902;Porte Saint-Martin 2;H;48.87001277527335, 2.36487060942211;IRIS____0000000751103902
"{""coordinates"": [[[2.370714091439697, 48.864018041352644], [2.368851063636991, 48.86635101856382], [2.3706615022269, 48.86600171469897], [2.374556866721297, 48.865255895132435], [2.375341036870924, 48.8651124984091], [2.374728467008199, 48.8650418489876], [2.371872301823469, 48.86450707297575], [2.370714091439697, 48.864018041352644]]], ""type"": ""Polygon""}";75;75111;Paris 11e Arrondissement;4104;751114104;Folie Méricourt 4;H;48.8652138494868, 2.371519955066699;IRIS____0000000751114104
"{""coordinates"": [[[2.360525816939211, 48.81606752047994], [2.358423747028375, 48.816013988362876], [2.356232015039089, 48.81594284824564], [2.355852301315164, 48.815922815484456], [2.353377706979411, 48.81779636367041], [2.352391840207208, 48.81855100592268], [2.351253779116588, 48.81796203702353], [2.348600538375941, 48.81678021266272], [2.346919974440822, 48.816018260690555], [2.346371448422839, 48.81599367806785], [2.345190828033564, 48.816092446054775], [2.344355599882103, 48.81601591814922], [2.344448463099662, 48.8155622380591], [2.34434443743991, 48.815603938742605], [2.343902504744145, 48.81576700128829], [2.34412923088539, 48.817772072680455], [2.344586816272369, 48.819398866537306], [2.345061412162758, 48.819348403475935], [2.345311746885524, 48.81936956078246], [2.350894775886659, 48.82087228499402], [2.352572643735507, 48.82088138134332], [2.354836131970672, 48.820893615252004], [2.355246844318858, 48.82083287393947], [2.355840910957955, 48.82059324314789], [2.356272322211855, 48.820289777244184], [2.357225081678092, 48.8195673040214], [2.35772149139755, 48.819292962272954], [2.358445880310158, 48.81908549664871], [2.359505194420751, 48.81899764003965], [2.36003691776729, 48.81728716555512], [2.360207889256328, 48.816561379600635], [2.360378468777388, 48.81608921689305], [2.360525816939211, 48.81606752047994]]], ""type"": ""Polygon""}";75;75113;Paris 13e Arrondissement;5108;751135108;Maison Blanche 8;H;48.818356579995054, 2.3520702599318577;IRIS____0000000751135108
"{""coordinates"": [[[2.28399176199377, 48.83436784539568], [2.284137925185969, 48.83453780292022], [2.284917690190383, 48.83499845064132], [2.285916352044325, 48.83549277752859], [2.286706818975998, 48.835770903914714], [2.287716612943344, 48.83595140008859], [2.288549217738851, 48.83593836784297], [2.289026111512763, 48.835135364038614], [2.288310212082972, 48.83458428652215], [2.28989979465482, 48.83370605073991], [2.28825427640857, 48.83259453397144], [2.287659664228569, 48.83284102077162], [2.286596568061979, 48.83337431037775], [2.28399176199377, 48.83436784539568]]], ""type"": ""Polygon""}";75;75115;Paris 15e Arrondissement;5708;751155708;Saint-Lambert 8;H;48.83438637905337, 2.28718019596769;IRIS____0000000751155708
"{""coordinates"": [[[2.318457079224413, 48.886434782993454], [2.322424197643719, 48.88401921326011], [2.321179805878397, 48.8837621501122], [2.319257783067969, 48.8832898797878], [2.316825161615583, 48.885672743009984], [2.318106700734094, 48.88642739208451], [2.318340279180124, 48.88639814488477], [2.318457079224413, 48.886434782993454]]], ""type"": ""Polygon""}";75;75117;Paris 17e Arrondissement;6706;751176706;Batignolles 6;H;48.8848023968104, 2.3193554007609376;IRIS____0000000751176706
"{""coordinates"": [[[2.369541154621306, 48.89290649917105], [2.370035221900147, 48.894005369771655], [2.370457176828816, 48.89452739500733], [2.372867047041114, 48.893862852529764], [2.373320668003488, 48.89379597970531], [2.372554532101347, 48.8920670727877], [2.369541154621306, 48.89290649917105]]], ""type"": ""Polygon""}";75;75119;Paris 19e Arrondissement;7317;751197317;Villette 17;H;48.89331314965873, 2.3714367958219564;IRIS____0000000751197317
"{""coordinates"": [[[2.378148691831774, 48.87645427235696], [2.378922726206753, 48.87465872473268], [2.378210678455333, 48.874459872721395], [2.377018787756291, 48.874141606616234], [2.375547047223963, 48.87408177671427], [2.376005301009472, 48.874523941001364], [2.376155579207456, 48.874726175160674], [2.37663754796351, 48.87580788647362], [2.376852403142539, 48.87642504824311], [2.377352283864145, 48.87646721996308], [2.378148691831774, 48.87645427235696]]], ""type"": ""Polygon""}";75;75119;Paris 19e Arrondissement;7607;751197607;Combat 7;H;48.87519992847214, 2.3773912609853602;IRIS____0000000751197607
"{""coordinates"": [[[2.40262688022139, 48.853965031045725], [2.404095562822753, 48.85233823664043], [2.404009957371654, 48.852316225868314], [2.399538003488761, 48.85153751341263], [2.399364756298522, 48.85190717640635], [2.400782298457655, 48.852953932720006], [2.401538963550453, 48.853402897666335], [2.40262688022139, 48.853965031045725]]], ""type"": ""Polygon""}";75;75120;Paris 20e Arrondissement;8014;751208014;Charonne 14;H;48.85261114071708, 2.401802497885874;IRIS____0000000751208014
"{""coordinates"": [[[2.348223210390838, 48.85851687106066], [2.350164450262719, 48.8619854230763], [2.351651737500054, 48.861642744497885], [2.350495456043918, 48.85937911073384], [2.350218111144884, 48.85899448233044], [2.350131844514845, 48.85902639045958], [2.34959327774872, 48.85805846212478], [2.348223210390838, 48.85851687106066]]], ""type"": ""Polygon""}";75;75104;Paris 4e Arrondissement;1303;751041303;Saint-Merri 3;H;48.86005660844501, 2.3499451330953978;IRIS____0000000751041303
"{""coordinates"": [[[2.319020489890948, 48.85169452303179], [2.319565907300404, 48.850523962850126], [2.318545876253237, 48.85036706519313], [2.315132046689788, 48.849440118415835], [2.313953923348575, 48.849183346513065], [2.313840219431152, 48.84912513537555], [2.313667402906635, 48.84941643640329], [2.312353309375655, 48.850273176374294], [2.312006227196465, 48.85044745565215], [2.312140748461883, 48.851612899697386], [2.313857057135992, 48.851779242798145], [2.314504083135025, 48.85180273736721], [2.317122577682769, 48.851761950309154], [2.319020489890948, 48.85169452303179]]], ""type"": ""Polygon""}";75;75107;Paris 7e Arrondissement;2706;751072706;École Militaire 6;H;48.85074627944529, 2.3154739954447923;IRIS____0000000751072706
"{""coordinates"": [[[2.30654194625015, 48.84375702438978], [2.30639400856899, 48.84371299718561], [2.302678019934995, 48.842605858739105], [2.302565484557094, 48.84286961665836], [2.302067245330966, 48.84537864044642], [2.304931221089949, 48.84611660458828], [2.30654194625015, 48.84375702438978]]], ""type"": ""Polygon""}";75;75115;Paris 15e Arrondissement;5809;751155809;Necker 9;H;48.844388100887244, 2.3040579834112282;IRIS____0000000751155809
"{""coordinates"": [[[2.29141049192706, 48.85165561008493], [2.291527898791559, 48.851540287747696], [2.292377071320709, 48.850726893987066], [2.291951476655282, 48.850957310843484], [2.28994643643084, 48.85168470384791], [2.288835406563423, 48.85210889934797], [2.286536515568673, 48.85289114780891], [2.288763139097098, 48.85450796240439], [2.290652228151814, 48.85259634529688], [2.290578527072672, 48.852504173573024], [2.29141049192706, 48.85165561008493]]], ""type"": ""Polygon""}";75;75115;Paris 15e Arrondissement;5919;751155919;Grenelle 19;H;48.85277252378505, 2.289169452329102;IRIS____0000000751155919
"{""coordinates"": [[[2.404940183560651, 48.856185355554324], [2.405271952043735, 48.855418063201874], [2.406126037250999, 48.85270717231401], [2.404095562822753, 48.85233823664043], [2.40262688022139, 48.853965031045725], [2.402880858814554, 48.85427927206606], [2.403058493102383, 48.854595829649135], [2.403854609840538, 48.85505486870403], [2.404403101385761, 48.85595514873922], [2.404751804008241, 48.85621139902244], [2.404940183560651, 48.856185355554324]]], ""type"": ""Polygon""}";75;75120;Paris 20e Arrondissement;8013;751208013;Charonne 13;H;48.85400571153966, 2.4044894869525337;IRIS____0000000751208013
"{""coordinates"": [[[2.359778751949743, 48.86260562919108], [2.358697403717627, 48.8631934075199], [2.358250912438201, 48.86336548709481], [2.358766306732989, 48.86390785658917], [2.359619565914243, 48.864688559320065], [2.359719455569066, 48.86465761672199], [2.361660800677746, 48.86330368163775], [2.364436518475491, 48.861927167632665], [2.364615376028549, 48.861902935688235], [2.36460738071791, 48.861329110520714], [2.361289710185954, 48.86177371371678], [2.359778751949743, 48.86260562919108]]], ""type"": ""Polygon""}";75;75103;Paris 3e Arrondissement;1003;751031003;Enfants Rouges 3;H;48.86281960462764, 2.361221492805798;IRIS____0000000751031003
"{""coordinates"": [[[2.355983100943926, 48.87976263821999], [2.357207790070614, 48.879522803174204], [2.357597146978918, 48.87946193985753], [2.35867105205127, 48.87972850387455], [2.358720123582632, 48.87961904826235], [2.358571144921019, 48.87876208588758], [2.358313221212522, 48.8778946460504], [2.357554364827759, 48.8765190917908], [2.357505607809469, 48.87627151310601], [2.356242070376606, 48.876461679176764], [2.356100388014313, 48.87656254198519], [2.355865115783879, 48.876513611528644], [2.355675430595575, 48.87652698007375], [2.355018189793621, 48.877302264329124], [2.355239485844312, 48.87737900048031], [2.355396302735432, 48.87748776505568], [2.355925229021529, 48.87970117230923], [2.355983100943926, 48.87976263821999]]], ""type"": ""Polygon""}";75;75110;Paris 10e Arrondissement;3703;751103703;Saint-Vincent de Paul 3;H;48.87808005862203, 2.3569193397250277;IRIS____0000000751103703
"{""coordinates"": [[[2.383384090239231, 48.86357586198632], [2.381199356234151, 48.864007062341095], [2.381131044124968, 48.86402019925386], [2.381195273555073, 48.86412125772477], [2.381801831365397, 48.864353724665975], [2.380703820202654, 48.86578789401884], [2.379724859510576, 48.865461759604656], [2.379214351165468, 48.866091349637934], [2.380197020361616, 48.866335667200836], [2.381296519905058, 48.86661475552748], [2.382205861531277, 48.865342388845754], [2.382680479082472, 48.865092122908756], [2.382955936641662, 48.86473830345687], [2.383146050888182, 48.86433907633207], [2.383356226129605, 48.86431767587387], [2.383740978739396, 48.86440329646456], [2.383384090239231, 48.86357586198632]]], ""type"": ""Polygon""}";75;75111;Paris 11e Arrondissement;4214;751114214;Saint-Ambroise 14;H;48.86510442644623, 2.3816549028288234;IRIS____0000000751114214
"{""coordinates"": [[[2.305259242419301, 48.83183471650902], [2.306836825732683, 48.831318634505784], [2.305854720567666, 48.830186019791284], [2.304656587339264, 48.82921852471114], [2.303930264732208, 48.828727736017775], [2.30324998628489, 48.82846205555149], [2.302866061073881, 48.82824216854792], [2.30139752335706, 48.828553777984204], [2.302056546396032, 48.83061000598545], [2.302978871039827, 48.83213263262614], [2.303791417538286, 48.83198447137082], [2.304775877502427, 48.831918247840676], [2.305259242419301, 48.83183471650902]]], ""type"": ""Polygon""}";75;75115;Paris 15e Arrondissement;5703;751155703;Saint-Lambert 3;H;48.830297169958776, 2.303813595659147;IRIS____0000000751155703
"{""coordinates"": [[[2.29195460484494, 48.837387678549604], [2.290153390498658, 48.8387935141433], [2.289408125099051, 48.83859302617875], [2.29036206765706, 48.83997832470024], [2.292008200033044, 48.83925958852002], [2.293941809684255, 48.83833657062836], [2.293846191315286, 48.83825416337007], [2.29195460484494, 48.837387678549604]]], ""type"": ""Polygon""}";75;75115;Paris 15e Arrondissement;5712;751155712;Saint-Lambert 12;H;48.838653872164606, 2.291616838973266;IRIS____0000000751155712
"{""coordinates"": [[[2.264984072980655, 48.843257983715], [2.264832282252683, 48.84310325860279], [2.263797573616275, 48.8414024793445], [2.26273078556247, 48.84187797277273], [2.263107738511429, 48.8432608304902], [2.26365033501958, 48.84449451010622], [2.264778987203619, 48.84591525999596], [2.266306586651004, 48.8475569904984], [2.266845910461357, 48.84748205177966], [2.268132861856877, 48.84753939653118], [2.26852419092668, 48.847425771435375], [2.268842834578004, 48.847247845816185], [2.26716802591466, 48.845507214850905], [2.266745275965849, 48.84514307825347], [2.266503126550372, 48.84482411654196], [2.264984072980655, 48.843257983715]]], ""type"": ""Polygon""}";75;75116;Paris 16e Arrondissement;6113;751166113;Auteuil 13;H;48.844922710323225, 2.2654262124241438;IRIS____0000000751166113
"{""coordinates"": [[[2.406582644292136, 48.877113915763175], [2.40793407929123, 48.877572070594084], [2.410820319151064, 48.87843617580173], [2.412208384325074, 48.876742368478865], [2.412453090020587, 48.876443193688495], [2.413431063629795, 48.87314025049789], [2.413649310091608, 48.87240386705803], [2.41393245838964, 48.86953368024], [2.413977335687163, 48.865181109176135], [2.413883736160339, 48.86526159131493], [2.411846232183755, 48.8651050035979], [2.411378545279628, 48.864995682997176], [2.410957601593311, 48.8649720278358], [2.409007739196652, 48.86454152441294], [2.408742229271848, 48.86451503150666], [2.408887644498474, 48.86635579726916], [2.410156143131021, 48.866410619751996], [2.411143255092168, 48.866516206277026], [2.410874618083768, 48.86917602189136], [2.410742023834637, 48.87065387615277], [2.410593911649782, 48.870610878187584], [2.410319569693864, 48.870639205002085], [2.40912576101482, 48.87060094172201], [2.408707815938089, 48.87054941441073], [2.408697804628777, 48.87083085670916], [2.408329230150583, 48.87339393467047], [2.408121019737999, 48.87407999517558], [2.407320229809146, 48.87580005115469], [2.406582644292136, 48.877113915763175]]], ""type"": ""Polygon""}";75;75120;Paris 20e Arrondissement;7801;751207801;Saint-Fargeau 1;H;48.871886287862615, 2.410989916497696;IRIS____0000000751207801
"{""coordinates"": [[[2.321548817535348, 48.84109820923621], [2.321471529354066, 48.840964664601124], [2.321832824389552, 48.84010961659215], [2.321394340274794, 48.839777062013354], [2.319877474643327, 48.84053920526567], [2.317385766077479, 48.838433081829365], [2.317021118609606, 48.83881143347959], [2.3167769715992, 48.838831624095576], [2.316571549408641, 48.83901572060109], [2.315385827252033, 48.84008098748554], [2.314862605613979, 48.84049709731838], [2.315222353555894, 48.840493761020696], [2.318673100420094, 48.841470391430235], [2.3206830314365, 48.84208349809075], [2.321117251972847, 48.84232609374611], [2.321409748537894, 48.84120984124701], [2.321548817535348, 48.84109820923621]]], ""type"": ""Polygon""}";75;75115;Paris 15e Arrondissement;5818;751155818;Necker 18;A;48.84044109065969, 2.3185562090197287;IRIS____0000000751155818
